run_id,model,cell,ticker,kpi,label,source,note
v0.1,qwen2.5:7b-instruct-q4_K_M,A2,XOM,operating_cash_flow,scale-error,hand,wrote 51970 scale=thousands -> 5.197e+07; digits match truth 5.197e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,A2,XOM,revenue,scale-error,hand,wrote 332238 scale=thousands -> 3.322e+08; digits match truth 3.322e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,AAPL,eps_diluted,scale-error,hand,wrote 74600 scale=cents -> 746; digits match truth 7.46
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,AAPL,operating_cash_flow,scale-error,hand,wrote 111482 scale=thousands -> 1.115e+08; digits match truth 1.115e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,AAPL,revenue,scale-error,hand,wrote 4.16161e+11 scale=billions -> 4.162e+20; digits match truth 4.162e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,AAPL,total_assets,scale-error,hand,wrote 3.59241e+11 scale=billions -> 3.592e+20; digits match truth 3.592e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,CAT,eps_diluted,wrong-period,auto,stated period 2026-01-31 outside +/-7d of 2025-12-31
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,CAT,operating_cash_flow,hallucination,hand,wrote 1.2278e+10: figure appears nowhere in the provided context; truth 1.174e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,CAT,total_assets,scale-error,hand,wrote 9.8585e+10 scale=billions -> 9.858e+19; digits match truth 9.858e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,COST,operating_cash_flow,scale-error,hand,wrote 13335 scale=thousands -> 1.334e+07; digits match truth 1.334e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,COST,revenue,wrong-concept,hand,wrote 269912: a different line item present in the provided context; truth 2.752e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,COST,total_assets,scale-error,hand,wrote 7.7099e+10 scale=billions -> 7.71e+19; digits match truth 7.71e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,JNJ,eps_diluted,scale-error,hand,wrote 1103 scale=thousands -> 1.103e+06; digits match truth 11.03
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,JNJ,revenue,hallucination,hand,wrote 1.64539e+11: figure appears nowhere in the provided context; truth 9.419e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,JNJ,total_assets,hallucination,hand,wrote 68000: figure appears nowhere in the provided context; truth 1.992e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,KO,eps_diluted,scale-error,hand,wrote 30400 scale=cents -> 304; digits match truth 3.04
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,MSFT,eps_diluted,scale-error,hand,wrote 1364 scale=thousands -> 1.364e+06; digits match truth 13.64
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,MSFT,operating_cash_flow,scale-error,hand,wrote 1.36162e+11 scale=millions -> 1.362e+17; digits match truth 1.362e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,MSFT,total_assets,scale-error,hand,wrote 6.19003e+11 scale=billions -> 6.19e+20; digits match truth 6.19e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,NVDA,eps_diluted,scale-error,hand,wrote 490 scale=thousands -> 4.9e+05; digits match truth 4.9
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,NVDA,total_assets,scale-error,hand,wrote 2.06803e+11 scale=billions -> 2.068e+20; digits match truth 2.068e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,PG,eps_diluted,hallucination,hand,wrote 683: figure appears nowhere in the provided context; truth 6.51
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,PG,revenue,hallucination,hand,wrote 160650: figure appears nowhere in the provided context; truth 8.428e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,PG,total_assets,scale-error,hand,wrote 1.25231e+11 scale=billions -> 1.252e+20; digits match truth 1.252e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,WMT,eps_diluted,scale-error,hand,wrote 2730 scale=thousands -> 2.73e+06; digits match truth 2.73
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,WMT,net_income,wrong-concept,hand,wrote 22270: a different line item present in the provided context; truth 2.189e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,WMT,total_assets,scale-error,hand,wrote 2.84668e+11 scale=billions -> 2.847e+20; digits match truth 2.847e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,XOM,eps_diluted,scale-error,hand,wrote 670 scale=thousands -> 6.7e+05; digits match truth 6.7
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,XOM,operating_cash_flow,wrong-period,auto,stated period 2024-12-31 outside +/-7d of 2025-12-31
v0.1,qwen2.5:7b-instruct-q4_K_M,B1,XOM,revenue,wrong-concept,hand,wrote 323905: a different line item present in the provided context; truth 3.322e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,AAPL,eps_diluted,scale-error,hand,wrote 746 scale=thousands -> 7.46e+05; digits match truth 7.46
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,AAPL,operating_cash_flow,scale-error,hand,wrote 111482 scale=thousands -> 1.115e+08; digits match truth 1.115e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,AAPL,total_assets,scale-error,hand,wrote 3.59241e+11 scale=millions -> 3.592e+17; digits match truth 3.592e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,CAT,eps_diluted,wrong-period,auto,stated period 2026-01-31 outside +/-7d of 2025-12-31
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,CAT,operating_cash_flow,wrong-concept,hand,wrote 12278: a different line item present in the provided context; truth 1.174e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,CAT,total_assets,scale-error,hand,wrote 98585 scale=thousands -> 9.858e+07; digits match truth 9.858e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,COST,eps_diluted,scale-error,hand,"wrote 1821 scale=units -> 1,821; digits match truth 18.21"
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,COST,operating_cash_flow,scale-error,hand,wrote 13335 scale=thousands -> 1.334e+07; digits match truth 1.334e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,COST,revenue,wrong-concept,hand,wrote 269912: a different line item present in the provided context; truth 2.752e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,JNJ,eps_diluted,scale-error,hand,wrote 11.03 scale=millions -> 1.103e+07; digits match truth 11.03
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,JNJ,revenue,hallucination,hand,wrote 1.64539e+11: figure appears nowhere in the provided context; truth 9.419e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,JNJ,total_assets,hallucination,hand,wrote 175000: figure appears nowhere in the provided context; truth 1.992e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,KO,eps_diluted,scale-error,hand,wrote 304 scale=thousands -> 3.04e+05; digits match truth 3.04
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,MSFT,eps_diluted,scale-error,hand,wrote 1364 scale=thousands -> 1.364e+06; digits match truth 13.64
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,MSFT,operating_cash_flow,scale-error,hand,wrote 136162 scale=thousands -> 1.362e+08; digits match truth 1.362e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,NVDA,eps_diluted,wrong-concept,hand,wrote 120067: a different line item present in the provided context; truth 4.9
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,PG,eps_diluted,scale-error,hand,wrote 651 scale=thousands -> 6.51e+05; digits match truth 6.51
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,PG,revenue,hallucination,hand,wrote 160650: figure appears nowhere in the provided context; truth 8.428e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,PG,total_assets,scale-error,hand,wrote 1.25231e+11 scale=millions -> 1.252e+17; digits match truth 1.252e+11
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,WMT,eps_diluted,scale-error,hand,wrote 27300 scale=thousands -> 2.73e+07; digits match truth 2.73
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,WMT,net_income,hallucination,hand,wrote 22370: figure appears nowhere in the provided context; truth 2.189e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,XOM,eps_diluted,scale-error,hand,wrote 670 scale=thousands -> 6.7e+05; digits match truth 6.7
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,XOM,net_income,wrong-concept,hand,wrote 29764: a different line item present in the provided context; truth 2.884e+10
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,XOM,operating_cash_flow,wrong-period,auto,stated period 2024-12-31 outside +/-7d of 2025-12-31
v0.1,qwen2.5:7b-instruct-q4_K_M,B2,XOM,revenue,wrong-concept,hand,wrote 323905: a different line item present in the provided context; truth 3.322e+11
